OBJECTID	FORMULARIO	GRAVEDAD	CLASE_ACC
356076	A001135512	CON HERIDOS	CHOQUE
356077	A001131441	CON HERIDOS	CHOQUE
356078	A001134058	SOLO DANOS	CHOQUE
356079	A001134010	CON HERIDOS	CHOQUE
356080	A001133858	CON HERIDOS	CHOQUE
356081	A001132413	SOLO DANOS	CHOQUE
356082	A001133977	SOLO DANOS	CHOQUE
356083	A001133685	SOLO DANOS	CHOQUE
356084	A001133541	SOLO DANOS	CHOQUE
356085	A001135594	SOLO DANOS	CHOQUE
356086	A001135934	SOLO DANOS	CHOQUE
356087	A001135526	SOLO DANOS	CHOQUE
356088	A001135079	SOLO DANOS	CHOQUE
356089	A001132347	SOLO DANOS	CHOQUE
356090	A001135433	SOLO DANOS	CHOQUE
356091	A001136153	SOLO DANOS	CHOQUE
356092	A001135379	SOLO DANOS	CHOQUE
356093	A001135992	CON HERIDOS	ATROPELLO
356096	A001135374	SOLO DANOS	CHOQUE
356099	A001134934	SOLO DANOS	CHOQUE
356101	A001136484	CON HERIDOS	CHOQUE
356104	A001135523	SOLO DANOS	CHOQUE
356109	A001132937	SOLO DANOS	CHOQUE
356110	A001135809	SOLO DANOS	CHOQUE
356112	A001127718	SOLO DANOS	CHOQUE
356115	A001135710	SOLO DANOS	CHOQUE
356116	A001135712	SOLO DANOS	CHOQUE
356119	A001136080	CON HERIDOS	CHOQUE
356120	A001136236	SOLO DANOS	CHOQUE
356185	A001134662	CON HERIDOS	CHOQUE
356186	A001135816	CON HERIDOS	CHOQUE
356187	A001134449	CON HERIDOS	CHOQUE
356188	A001133443	CON HERIDOS	VOLCAMIENTO
356189	A001134883	CON HERIDOS	CHOQUE
356190	A001133393	SOLO DANOS	CHOQUE
356191	A001134362	SOLO DANOS	CHOQUE
356192	A001134138	SOLO DANOS	CHOQUE
356193	A001135209	CON HERIDOS	CHOQUE
356194	A001134536	CON HERIDOS	CHOQUE
356195	A001134060	SOLO DANOS	CHOQUE
356196	A001135495	CON HERIDOS	CHOQUE
356197	A001135497	SOLO DANOS	CHOQUE
356198	A001136443	CON MUERTOS	CHOQUE
356199	A001134740	CON HERIDOS	CHOQUE
356200	A001133464	CON HERIDOS	CHOQUE
356201	A001136263	CON HERIDOS	CHOQUE
356202	A001136530	CON HERIDOS	CAIDA DE OCUPANTE
356203	A001134580	CON HERIDOS	ATROPELLO
356204	A001134296	CON HERIDOS	ATROPELLO
356205	A001136322	CON HERIDOS	ATROPELLO
356206	A001135435	CON HERIDOS	ATROPELLO
356207	A001136009	SOLO DANOS	CHOQUE
356208	A001136106	SOLO DANOS	CHOQUE
356209	A001136010	SOLO DANOS	CHOQUE
356210	A001136311	SOLO DANOS	CHOQUE
356211	A001136417	SOLO DANOS	CHOQUE
356212	A001136015	SOLO DANOS	CHOQUE
356213	A001135614	SOLO DANOS	CHOQUE
356214	A001136439	SOLO DANOS	CHOQUE
356215	A001136507	SOLO DANOS	CHOQUE
356216	A001136409	SOLO DANOS	CHOQUE
356217	A001136467	SOLO DANOS	CHOQUE
356218	A001135149	SOLO DANOS	CHOQUE
356219	A001135875	SOLO DANOS	CHOQUE
356220	A001135146	SOLO DANOS	CHOQUE
356221	A001135984	SOLO DANOS	CHOQUE
356222	A001134307	SOLO DANOS	CHOQUE
356223	A001136504	SOLO DANOS	CHOQUE
356224	A001134810	SOLO DANOS	CHOQUE
356225	A001136434	SOLO DANOS	CHOQUE
356226	A001136433	SOLO DANOS	CHOQUE
356349	A001132592	CON HERIDOS	VOLCAMIENTO
356350	A001131406	SOLO DANOS	CHOQUE
356351	A001132355	CON HERIDOS	CHOQUE
356352	A001132518	SOLO DANOS	CHOQUE
356353	A001132669	SOLO DANOS	CHOQUE
356355	A001130932	SOLO DANOS	CHOQUE
356356	A001132960	SOLO DANOS	CHOQUE
356359	A001133019	CON HERIDOS	CAIDA DE OCUPANTE
356360	A001133094	SOLO DANOS	CHOQUE
356361	A001053472	SOLO DANOS	CHOQUE
356362	A001132609	SOLO DANOS	CHOQUE
356365	A001129799	CON HERIDOS	CHOQUE
356366	A001132224	SOLO DANOS	CHOQUE
356367	A001132385	SOLO DANOS	CHOQUE
356384	A001133013	CON HERIDOS	CHOQUE
356386	A001132652	SOLO DANOS	CHOQUE
356387	A001132564	CON HERIDOS	CHOQUE
356388	A001132928	CON HERIDOS	CAIDA DE OCUPANTE
356389	A001133523	CON MUERTOS	ATROPELLO
356433	A001136489	CON HERIDOS	VOLCAMIENTO
356434	A001136679	CON HERIDOS	CHOQUE
356437	A001136406	CON MUERTOS	CHOQUE
356450	A001128054	CON HERIDOS	CHOQUE
356451	A001127843	CON HERIDOS	CHOQUE
356465	A001127988	CON HERIDOS	CAIDA DE OCUPANTE
356472	A001128046	SOLO DANOS	CHOQUE
356473	A001127661	SOLO DANOS	CHOQUE
356474	A001127793	CON MUERTOS	CHOQUE
356475	A001135962	CON HERIDOS	CHOQUE
356476	A001127699	SOLO DANOS	CHOQUE
356477	A001136706	SOLO DANOS	VOLCAMIENTO
356478	A001136419	SOLO DANOS	CHOQUE
356479	A001128145	SOLO DANOS	CHOQUE
356480	A001128224	SOLO DANOS	CHOQUE
356481	A001128097	SOLO DANOS	CHOQUE
356482	A001136240	SOLO DANOS	CHOQUE
356483	A001128227	CON HERIDOS	CHOQUE
356484	A001127955	SOLO DANOS	CHOQUE
356485	A001127995	SOLO DANOS	CHOQUE
356486	A001135995	SOLO DANOS	CHOQUE
356487	A001136573	SOLO DANOS	CHOQUE
356488	A001136552	SOLO DANOS	CHOQUE
356489	A001135383	SOLO DANOS	CHOQUE
356490	A001133516	SOLO DANOS	CHOQUE
356501	A001131662	CON HERIDOS	ATROPELLO
356511	A001128223	SOLO DANOS	CHOQUE
356512	A001128124	SOLO DANOS	CHOQUE
356513	A001128107	SOLO DANOS	CHOQUE
356568	A001129567	SOLO DANOS	CHOQUE
356569	A001127933	CON HERIDOS	CHOQUE
356570	A001128272	CON HERIDOS	CHOQUE
356571	A001128169	CON HERIDOS	CHOQUE
356572	A001127847	SOLO DANOS	CHOQUE
356575	A001128279	SOLO DANOS	CHOQUE
356576	A001128131	SOLO DANOS	CHOQUE
356577	A001127999	SOLO DANOS	CHOQUE
356578	A001136610	SOLO DANOS	CHOQUE
356579	A001128005	SOLO DANOS	CHOQUE
356580	A001128084	SOLO DANOS	CHOQUE
356584	A001128384	CON HERIDOS	CHOQUE
356585	A001136237	CON HERIDOS	CHOQUE
356586	A001135240	SOLO DANOS	CHOQUE
356587	A001127998	SOLO DANOS	CHOQUE
356588	A001134866	SOLO DANOS	CHOQUE
356589	A001127577	SOLO DANOS	CHOQUE
356590	A001128154	CON HERIDOS	CHOQUE
356591	A001128363	CON HERIDOS	CHOQUE
356592	A001128152	SOLO DANOS	CHOQUE
356593	A001127687	SOLO DANOS	CHOQUE
356594	A001136420	SOLO DANOS	CHOQUE
356595	A001136441	SOLO DANOS	CHOQUE
356631	A001062296	CON HERIDOS	ATROPELLO
356632	A001130291	CON HERIDOS	CHOQUE
356633	A001127335	SOLO DANOS	CHOQUE
356634	A001129404	SOLO DANOS	CHOQUE
356635	A001130163	SOLO DANOS	CHOQUE
356636	A001128846	SOLO DANOS	CHOQUE
356637	A001062003	CON HERIDOS	CHOQUE
356638	A001130455	CON HERIDOS	CHOQUE
356639	A001055420	CON HERIDOS	OTRO
356640	A001130297	CON HERIDOS	ATROPELLO
356641	A001130385	CON HERIDOS	ATROPELLO
356642	A001061625	CON HERIDOS	ATROPELLO
356643	A001130139	CON HERIDOS	ATROPELLO
356644	A001130052	SOLO DANOS	CHOQUE
356645	A001126744	SOLO DANOS	CHOQUE
356646	A001130416	SOLO DANOS	CHOQUE
356647	A001130276	SOLO DANOS	CHOQUE
356648	A001129728	SOLO DANOS	CHOQUE
356649	A001130133	SOLO DANOS	CHOQUE
356650	A001130053	SOLO DANOS	CHOQUE
356651	A001130123	SOLO DANOS	CHOQUE
356652	A001126795	SOLO DANOS	CHOQUE
356653	A001129582	SOLO DANOS	CHOQUE
356654	A001130349	SOLO DANOS	CHOQUE
356655	A001130350	SOLO DANOS	CHOQUE
356656	A001130062	SOLO DANOS	CHOQUE
356657	A001127427	SOLO DANOS	CHOQUE
356658	A001130229	SOLO DANOS	CHOQUE
356659	A001128859	CON HERIDOS	CHOQUE
356660	A001129466	SOLO DANOS	CHOQUE
356661	A001127382	SOLO DANOS	CHOQUE
356662	A001129442	SOLO DANOS	CHOQUE
356663	A001130731	SOLO DANOS	CHOQUE
356664	A001130764	SOLO DANOS	CHOQUE
356665	A001130628	SOLO DANOS	CHOQUE
356666	A001130406	SOLO DANOS	CHOQUE
356671	A001130382	SOLO DANOS	CHOQUE
356672	A001127496	SOLO DANOS	CHOQUE
356673	A001129865	SOLO DANOS	CHOQUE
356674	A001130597	SOLO DANOS	CHOQUE
356675	A001130444	SOLO DANOS	CHOQUE
356676	A001127145	SOLO DANOS	CHOQUE
356677	A001128937	SOLO DANOS	CHOQUE
356718	A001135506	SOLO DANOS	CHOQUE
356719	A001136039	CON HERIDOS	CAIDA DE OCUPANTE
356720	A001135509	CON HERIDOS	CHOQUE
356721	A001134167	SOLO DANOS	CHOQUE
356722	A001135098	SOLO DANOS	CHOQUE
356723	A001135169	SOLO DANOS	CHOQUE
356724	A001135729	CON HERIDOS	CHOQUE
356725	A001135469	CON HERIDOS	CHOQUE
356726	A001135723	CON HERIDOS	CHOQUE
356727	A001134924	SOLO DANOS	CHOQUE
356728	A001135924	CON HERIDOS	ATROPELLO
356729	A001131895	CON MUERTOS	CHOQUE
356730	A001134407	SOLO DANOS	CHOQUE
356731	A001135022	CON HERIDOS	CHOQUE
356732	A001134535	CON MUERTOS	VOLCAMIENTO
356733	A001135873	SOLO DANOS	CHOQUE
356734	A001135210	SOLO DANOS	CHOQUE
356735	A001135139	SOLO DANOS	CHOQUE
356736	A001135138	SOLO DANOS	CHOQUE
356737	A001135378	SOLO DANOS	CHOQUE
356738	A001133980	SOLO DANOS	CHOQUE
356739	A001135975	SOLO DANOS	CHOQUE
356740	A001053362	SOLO DANOS	CHOQUE
356741	A001134574	CON HERIDOS	OTRO
356742	A001135004	SOLO DANOS	CHOQUE
356743	A001135688	SOLO DANOS	CHOQUE
356744	A001134909	SOLO DANOS	CHOQUE
356745	A001135140	SOLO DANOS	CHOQUE
356746	A001135667	SOLO DANOS	CHOQUE
356747	A001135666	SOLO DANOS	CHOQUE
356748	A001134639	CON HERIDOS	ATROPELLO
356749	A001135353	SOLO DANOS	CHOQUE
356750	A001135255	CON HERIDOS	CAIDA DE OCUPANTE
356751	A001133846	CON HERIDOS	ATROPELLO
356752	A001133296	SOLO DANOS	VOLCAMIENTO
356753	A001134375	SOLO DANOS	CHOQUE
356754	A001133462	SOLO DANOS	CHOQUE
356755	A001133848	CON HERIDOS	CHOQUE
356756	A001133882	SOLO DANOS	CHOQUE
356757	A001134564	SOLO DANOS	CHOQUE
356759	A001136193	SOLO DANOS	CHOQUE
356761	A001131927	CON HERIDOS	CHOQUE
356762	A001135130	SOLO DANOS	CHOQUE
356765	A001135479	SOLO DANOS	CHOQUE
356767	A001131738	SOLO DANOS	CHOQUE
356775	A001135317	SOLO DANOS	CHOQUE
356781	A001136321	CON HERIDOS	CHOQUE
356783	A001127600	SOLO DANOS	CHOQUE
356785	A001136030	SOLO DANOS	CHOQUE
356786	A001134534	SOLO DANOS	CHOQUE
356787	A001136525	CON HERIDOS	CHOQUE
356788	A001132316	CON HERIDOS	ATROPELLO
356789	A001135916	SOLO DANOS	CHOQUE
356793	A001131102	SOLO DANOS	CHOQUE
356797	A001136064	SOLO DANOS	CHOQUE
356850	A001136211	SOLO DANOS	CHOQUE
356851	A001136028	SOLO DANOS	CHOQUE
356852	A001135129	SOLO DANOS	CHOQUE
356853	A001135799	SOLO DANOS	CHOQUE
356854	A001135783	SOLO DANOS	CHOQUE
356855	A001136184	SOLO DANOS	CHOQUE
356856	A001136593	SOLO DANOS	CHOQUE
356857	A001136147	SOLO DANOS	CHOQUE
356858	A001136422	SOLO DANOS	CHOQUE
356859	A001135616	SOLO DANOS	CHOQUE
356860	A001135770	SOLO DANOS	CHOQUE
356861	A001135998	SOLO DANOS	CHOQUE
356862	A001136213	SOLO DANOS	CHOQUE
356863	A001134997	SOLO DANOS	CHOQUE
356864	A001135966	SOLO DANOS	CHOQUE
356865	A001135610	SOLO DANOS	CHOQUE
356866	A001136247	SOLO DANOS	CHOQUE
356867	A001136613	SOLO DANOS	CHOQUE
356868	A001135748	SOLO DANOS	CHOQUE
356869	A001135917	CON HERIDOS	CHOQUE
356870	A001134234	CON HERIDOS	CHOQUE
356871	A001135756	CON HERIDOS	CHOQUE
356872	A001136470	CON HERIDOS	CHOQUE
356873	A001136526	CON HERIDOS	CHOQUE
356874	A001135864	CON HERIDOS	CHOQUE
356875	A001136165	CON HERIDOS	CAIDA DE OCUPANTE
356876	A001136045	SOLO DANOS	CHOQUE
356877	A001135618	SOLO DANOS	CHOQUE
356878	A001136560	SOLO DANOS	CHOQUE
356879	A001135945	SOLO DANOS	CHOQUE
356880	A001135557	SOLO DANOS	CHOQUE
356881	A001135870	SOLO DANOS	CHOQUE
356882	A001136423	SOLO DANOS	CHOQUE
356883	A001136150	SOLO DANOS	CHOQUE
356884	A001136230	SOLO DANOS	CHOQUE
356885	A001135784	SOLO DANOS	CHOQUE
356886	A001135251	SOLO DANOS	CHOQUE
356887	A001136011	SOLO DANOS	CHOQUE
356888	A001136428	SOLO DANOS	CHOQUE
356889	A001134486	SOLO DANOS	CHOQUE
356890	A001135947	SOLO DANOS	CHOQUE
356891	A001136187	SOLO DANOS	CHOQUE
357006	A001133006	SOLO DANOS	CHOQUE
357007	A001131519	SOLO DANOS	CHOQUE
357008	A001131725	SOLO DANOS	CHOQUE
357011	A001133047	SOLO DANOS	CHOQUE
357013	A001131438	SOLO DANOS	CHOQUE
357014	A001131517	SOLO DANOS	CHOQUE
357019	A001132858	SOLO DANOS	CHOQUE
357020	A001132209	CON HERIDOS	CAIDA DE OCUPANTE
357022	A001127381	SOLO DANOS	CHOQUE
357029	A001132640	CON HERIDOS	ATROPELLO
357030	A001132893	CON HERIDOS	CHOQUE
357036	A001133180	SOLO DANOS	CHOQUE
357037	A001132823	SOLO DANOS	CHOQUE
357038	A001133085	CON MUERTOS	ATROPELLO
357039	A001132532	CON HERIDOS	CHOQUE
357040	A001132485	SOLO DANOS	CHOQUE
357041	A001132649	SOLO DANOS	CHOQUE
357042	A001131827	SOLO DANOS	CHOQUE
357043	A001131751	SOLO DANOS	CHOQUE
357044	A001131733	SOLO DANOS	CHOQUE
357045	A001132693	SOLO DANOS	CHOQUE
357046	A001133270	SOLO DANOS	CHOQUE
357047	A001131702	SOLO DANOS	CHOQUE
357089	A001132156	SOLO DANOS	CHOQUE
357092	A001136251	CON HERIDOS	CHOQUE
357093	A001127573	CON HERIDOS	CHOQUE
357095	A001130174	SOLO DANOS	CHOQUE
357096	A001133563	SOLO DANOS	CHOQUE
357097	A001130303	SOLO DANOS	CHOQUE
357104	A001132387	CON HERIDOS	CHOQUE
357112	A001130475	SOLO DANOS	CHOQUE
357115	A001136083	CON HERIDOS	CHOQUE
357124	A001127892	CON HERIDOS	ATROPELLO
357130	A001133234	SOLO DANOS	CHOQUE
357214	A001131812	SOLO DANOS	CHOQUE
357221	A001132252	SOLO DANOS	CHOQUE
357225	A001132328	CON HERIDOS	ATROPELLO
357226	A001132026	SOLO DANOS	CHOQUE
357227	A001131686	SOLO DANOS	CHOQUE
357228	A001133895	SOLO DANOS	CHOQUE
357231	A001133181	SOLO DANOS	CHOQUE
357232	A001133166	CON HERIDOS	CHOQUE
357233	A001132939	CON HERIDOS	CHOQUE
357234	A001133497	CON HERIDOS	CAIDA DE OCUPANTE
357237	A001132894	SOLO DANOS	CHOQUE
357242	A001133522	SOLO DANOS	CHOQUE
357243	A001132632	SOLO DANOS	CHOQUE
357244	A001132297	SOLO DANOS	CHOQUE
357245	A001133471	CON HERIDOS	ATROPELLO
357246	A001133695	SOLO DANOS	CHOQUE
357252	A001062017	SOLO DANOS	CHOQUE
357253	A001128750	SOLO DANOS	CHOQUE
357254	A001062014	SOLO DANOS	CHOQUE
357255	A001130476	SOLO DANOS	CHOQUE
357374	A001133837	CON HERIDOS	CHOQUE
357375	A001132933	SOLO DANOS	CHOQUE
357376	A001132079	SOLO DANOS	CHOQUE
357377	A001134906	SOLO DANOS	CHOQUE
357378	A001134768	SOLO DANOS	CHOQUE
357379	A001135274	CON HERIDOS	OTRO
357380	A001134920	CON HERIDOS	OTRO
357381	A001135905	CON HERIDOS	CHOQUE
357382	A001133714	SOLO DANOS	CHOQUE
357383	A001133376	CON HERIDOS	CHOQUE
357384	A001134868	SOLO DANOS	CHOQUE
357385	A001133498	SOLO DANOS	CHOQUE
357386	A001134828	SOLO DANOS	CHOQUE
357387	A001135057	SOLO DANOS	CHOQUE
357388	A001133110	SOLO DANOS	CHOQUE
357389	A001132816	CON HERIDOS	ATROPELLO
357390	A001133623	SOLO DANOS	CHOQUE
357391	A001134690	SOLO DANOS	CHOQUE
357392	A001131128	CON HERIDOS	CHOQUE
357393	A001136017	SOLO DANOS	CHOQUE
357394	A001136105	CON HERIDOS	CHOQUE
357395	A001136332	CON HERIDOS	ATROPELLO
357396	A001135654	CON HERIDOS	CAIDA DE OCUPANTE
357397	A001136177	CON HERIDOS	CAIDA DE OCUPANTE
357398	A001135780	SOLO DANOS	CHOQUE
357399	A001135213	SOLO DANOS	CHOQUE
357400	A001135690	CON HERIDOS	CHOQUE
357401	A001136146	CON HERIDOS	CHOQUE
357402	A001132056	SOLO DANOS	CHOQUE
357403	A001136270	SOLO DANOS	CHOQUE
357404	A001135327	CON HERIDOS	CAIDA DE OCUPANTE
357405	A001135940	CON HERIDOS	ATROPELLO
357406	A001136104	CON HERIDOS	OTRO
357407	A001134527	SOLO DANOS	CHOQUE
357408	A001135908	CON HERIDOS	CAIDA DE OCUPANTE
357409	A001136266	SOLO DANOS	CHOQUE
357410	A001134984	SOLO DANOS	CHOQUE
357411	A001136265	SOLO DANOS	CHOQUE
357412	A001135535	CON HERIDOS	CHOQUE
357413	A001134925	SOLO DANOS	CHOQUE
357414	A001136287	SOLO DANOS	CHOQUE
357416	A001134988	SOLO DANOS	CHOQUE
357419	A001127922	SOLO DANOS	CHOQUE
357420	A001127883	SOLO DANOS	CHOQUE
357421	A001127996	SOLO DANOS	CHOQUE
357422	A001136620	SOLO DANOS	CHOQUE
357423	A001127750	SOLO DANOS	CHOQUE
357424	A001128037	SOLO DANOS	CHOQUE
357425	A001134333	SOLO DANOS	CHOQUE
357426	A001127878	SOLO DANOS	CHOQUE
357427	A001136641	SOLO DANOS	CHOQUE
357428	A001136421	SOLO DANOS	CHOQUE
357429	A001136700	SOLO DANOS	CHOQUE
357430	A001136446	SOLO DANOS	CHOQUE
357431	A001136674	SOLO DANOS	CHOQUE
357432	A001128113	SOLO DANOS	CHOQUE
357433	A001135569	SOLO DANOS	CHOQUE
357434	A001136359	SOLO DANOS	CHOQUE
357435	A001127633	SOLO DANOS	CHOQUE
357436	A001127852	SOLO DANOS	CHOQUE
357437	A001127812	CON HERIDOS	CHOQUE
357438	A001128029	CON HERIDOS	ATROPELLO
357439	A001128203	CON HERIDOS	CHOQUE
357440	A001136490	CON HERIDOS	CHOQUE
357441	A001135607	SOLO DANOS	CHOQUE
357442	A001136516	SOLO DANOS	CHOQUE
357443	A001127644	SOLO DANOS	CHOQUE
357444	A001127710	SOLO DANOS	CHOQUE
357445	A001127732	SOLO DANOS	CHOQUE
357446	A001127742	SOLO DANOS	CHOQUE
357447	A001135702	SOLO DANOS	CHOQUE
357448	A001128191	SOLO DANOS	CHOQUE
357449	A001134894	SOLO DANOS	CHOQUE
357450	A001128060	SOLO DANOS	CHOQUE
357451	A001128181	CON HERIDOS	CHOQUE
357452	A001127632	SOLO DANOS	CHOQUE
357453	A001127659	SOLO DANOS	CHOQUE
357454	A001135382	SOLO DANOS	CHOQUE
357455	A001136642	SOLO DANOS	CHOQUE
357456	A001128012	SOLO DANOS	CHOQUE
357457	A001136300	SOLO DANOS	CHOQUE
357463	A001132066	SOLO DANOS	CHOQUE
357464	A001132684	SOLO DANOS	CHOQUE
357465	A001132714	SOLO DANOS	CHOQUE
357466	A001132294	SOLO DANOS	CHOQUE
357467	A001132614	CON HERIDOS	CHOQUE
357468	A001132072	SOLO DANOS	CHOQUE
357469	A001132115	SOLO DANOS	CHOQUE
357470	A001132565	CON HERIDOS	CHOQUE
357471	A001132442	CON HERIDOS	ATROPELLO
357472	A001132275	SOLO DANOS	CHOQUE
357473	A001132973	CON HERIDOS	CHOQUE
357474	A001132202	CON HERIDOS	CHOQUE
357475	A001132620	CON HERIDOS	CHOQUE
357476	A001131682	CON HERIDOS	ATROPELLO
357477	A001131754	SOLO DANOS	CHOQUE
357478	A001057987	SOLO DANOS	CHOQUE
357479	A001130710	SOLO DANOS	CHOQUE
357480	A001132307	SOLO DANOS	CHOQUE
357481	A001132221	SOLO DANOS	CHOQUE
357482	A001132576	SOLO DANOS	CHOQUE
357483	A001133117	CON HERIDOS	CHOQUE
357484	A001133004	CON HERIDOS	CHOQUE
357485	A001133130	CON HERIDOS	CHOQUE
357486	A001133324	CON HERIDOS	CHOQUE
357487	A001132924	SOLO DANOS	CHOQUE
357488	A001132861	CON HERIDOS	CHOQUE
357489	A001132092	CON HERIDOS	CHOQUE
357490	A001132412	CON HERIDOS	CHOQUE
357491	A001132831	CON HERIDOS	ATROPELLO
357492	A001131648	CON HERIDOS	CHOQUE
357493	A001132780	SOLO DANOS	CHOQUE
357494	A001131367	CON HERIDOS	CHOQUE
357495	A001131797	CON HERIDOS	CHOQUE
357496	A001131942	SOLO DANOS	CHOQUE
357497	A001132257	CON HERIDOS	OTRO
357646	A001132405	SOLO DANOS	CHOQUE
357647	A001132995	SOLO DANOS	CHOQUE
357648	A001131753	CON HERIDOS	CHOQUE
357649	A001133237	CON HERIDOS	CHOQUE
357650	A001132198	CON HERIDOS	CHOQUE
357651	A001132757	CON HERIDOS	CHOQUE
357652	A001132949	CON HERIDOS	CHOQUE
357653	A001133584	CON HERIDOS	CHOQUE
357654	A001132842	CON HERIDOS	CHOQUE
357655	A001133321	CON HERIDOS	CHOQUE
357656	A001133340	CON HERIDOS	CHOQUE
357657	A001133553	CON HERIDOS	CHOQUE
357658	A001133409	CON HERIDOS	CHOQUE
357659	A001132054	CON MUERTOS	ATROPELLO
357660	A001132810	SOLO DANOS	CHOQUE
357661	A001133076	SOLO DANOS	CHOQUE
357662	A001132813	SOLO DANOS	CHOQUE
357663	A001132907	SOLO DANOS	CHOQUE
357664	A001132144	SOLO DANOS	CHOQUE
357665	A001133137	CON HERIDOS	CHOQUE
357666	A001132155	SOLO DANOS	CHOQUE
357667	A001133240	SOLO DANOS	CHOQUE
357668	A001131408	SOLO DANOS	CHOQUE
357669	A001132756	SOLO DANOS	CHOQUE
357670	A001132691	SOLO DANOS	CHOQUE
357671	A001133245	SOLO DANOS	CHOQUE
357672	A001131610	SOLO DANOS	CHOQUE
357673	A001133096	SOLO DANOS	CHOQUE
357674	A001133304	SOLO DANOS	CHOQUE
357675	A001131310	SOLO DANOS	CHOQUE
357676	A001133150	SOLO DANOS	CHOQUE
357677	A001133151	SOLO DANOS	CHOQUE
357678	A001133272	SOLO DANOS	CHOQUE
357679	A001133271	SOLO DANOS	CHOQUE
357680	A001132692	SOLO DANOS	CHOQUE
357681	A001133263	SOLO DANOS	CHOQUE
357682	A001132787	SOLO DANOS	CHOQUE
357683	A001133246	CON HERIDOS	CHOQUE
357684	A001133585	CON HERIDOS	CHOQUE
357685	A001132697	CON HERIDOS	CAIDA DE OCUPANTE
357686	A001132584	SOLO DANOS	CHOQUE
357729	A001127925	CON HERIDOS	CHOQUE
357735	A001135075	CON HERIDOS	CHOQUE
357747	A001127962	CON HERIDOS	CHOQUE
357749	A001136462	CON HERIDOS	CAIDA DE OCUPANTE
357752	A001136461	CON HERIDOS	CHOQUE
357755	A001134210	SOLO DANOS	CHOQUE
357763	A001132074	CON HERIDOS	CHOQUE
357764	A001136324	CON HERIDOS	CHOQUE
357768	A001136452	CON HERIDOS	CHOQUE
357782	A001128217	CON HERIDOS	CHOQUE
357795	A001129949	SOLO DANOS	CHOQUE
357801	A001136316	SOLO DANOS	CHOQUE
357802	A001133605	SOLO DANOS	CHOQUE
357804	A001134073	CON HERIDOS	ATROPELLO
357865	A001130683	SOLO DANOS	CHOQUE
357866	A001129036	SOLO DANOS	CHOQUE
357871	A001130186	CON MUERTOS	ATROPELLO
357872	A001129181	CON HERIDOS	CHOQUE
357873	A001130127	CON HERIDOS	CHOQUE
357874	A001130146	CON HERIDOS	CHOQUE
357875	A001130106	CON HERIDOS	ATROPELLO
357885	A001129305	CON HERIDOS	ATROPELLO
357886	A001130366	CON HERIDOS	CHOQUE
357887	A001130138	CON HERIDOS	CAIDA DE OCUPANTE
357888	A001127462	CON HERIDOS	CHOQUE
357889	A001129603	CON HERIDOS	CHOQUE
357891	A001127538	SOLO DANOS	CHOQUE
357892	A001130198	CON HERIDOS	CHOQUE
357893	A001129696	CON HERIDOS	ATROPELLO
357983	A001133070	SOLO DANOS	CHOQUE
357986	A001132979	SOLO DANOS	CHOQUE
357987	A001133230	SOLO DANOS	CHOQUE
357988	A001133043	SOLO DANOS	CHOQUE
357989	A001133280	SOLO DANOS	CHOQUE
357990	A001133707	SOLO DANOS	CHOQUE
357991	A001133484	SOLO DANOS	CHOQUE
357992	A001060733	CON HERIDOS	CHOQUE
357993	A001133336	CON HERIDOS	CHOQUE
357994	A001133632	CON HERIDOS	CHOQUE
357995	A001127445	SOLO DANOS	CHOQUE
357997	A001130998	SOLO DANOS	CHOQUE
357998	A001132936	SOLO DANOS	CHOQUE
357999	A001130403	CON HERIDOS	CHOQUE
358003	A001132037	SOLO DANOS	CHOQUE
358004	A001133430	CON HERIDOS	CHOQUE
358005	A001133213	CON HERIDOS	CHOQUE
358006	A001132938	SOLO DANOS	CHOQUE
358007	A001132360	SOLO DANOS	CHOQUE
358008	A001133748	SOLO DANOS	CHOQUE
358010	A001133362	SOLO DANOS	CHOQUE
358011	A001133141	SOLO DANOS	CHOQUE
358012	A001136097	CON HERIDOS	CHOQUE
358013	A001136186	CON HERIDOS	CAIDA DE OCUPANTE
358014	A001135235	SOLO DANOS	CHOQUE
358015	A001133769	SOLO DANOS	CHOQUE
358016	A001136466	SOLO DANOS	CHOQUE
358017	A001136096	CON HERIDOS	ATROPELLO
358018	A001136103	CON HERIDOS	ATROPELLO
358019	A001135238	CON HERIDOS	CHOQUE
358020	A001133929	CON HERIDOS	CHOQUE
358021	A001134664	CON HERIDOS	ATROPELLO
358022	A001135903	CON HERIDOS	ATROPELLO
358023	A001135698	SOLO DANOS	CHOQUE
358025	A001132520	SOLO DANOS	CHOQUE
358027	A001134875	SOLO DANOS	CHOQUE
358030	A001134933	SOLO DANOS	CHOQUE
358034	A001134217	SOLO DANOS	CHOQUE
358041	A001136264	SOLO DANOS	CHOQUE
358045	A001133348	SOLO DANOS	CHOQUE
358050	A001134327	CON HERIDOS	CHOQUE
358051	A001127592	SOLO DANOS	CHOQUE
358053	A001136432	SOLO DANOS	CHOQUE
358054	A001127637	SOLO DANOS	CHOQUE
358055	A001128024	SOLO DANOS	CHOQUE
358056	A001134819	SOLO DANOS	CHOQUE
358057	A001135403	SOLO DANOS	CHOQUE
358058	A001136206	SOLO DANOS	CHOQUE
358059	A001128072	SOLO DANOS	CHOQUE
358060	A001127680	SOLO DANOS	CHOQUE
358061	A001127804	SOLO DANOS	CHOQUE
358062	A001127765	SOLO DANOS	CHOQUE
